pattern_id,regex,grammatical_item,Sentence_type,grammatical_item_JP,Sentence_type_JP,shorthand_code,,comment,abbreviated_pattern
59,((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \K\S+_VV[PZ]_(?!do\b)\S+,TENSE/ASPECT: PRESENT (lexical verbs),AFF. DEC.,時制・相(現在)(一般動詞・3人称単数以外),肯定平叙,TA.PRESENT.do.AFF,,名詞句・代名詞に続く一般動詞(be/do/have以外)に限定,名詞句・代名詞 \K VV[PZ](doを除く)
59,((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \Kdo_VVP_do (not|n't)_\S+ \S+_V[HV]_\S+,TENSE/ASPECT: PRESENT (lexical verbs),NEG. DEC.,時制・相(現在)(一般動詞・3人称単数以外),否定平叙,TA.PRESENT.do.NEG,,名詞句・代名詞に続くものに限定,名詞句・代名詞 \K do {not} V[HV]
59,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kdo_VVP?_do ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V[HV]P?_\S+ .+? \?_SENT_\?",TENSE/ASPECT: PRESENT (lexical verbs),AFF. INT.,時制・相(現在)(一般動詞・3人称単数以外),肯定疑問,TA.PRESENT.do.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) do 名詞句・代名詞 V[HV]P? (任意の語)*? ?
59,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kdo_VVP?_do (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) \S+_V[HV]P_\S+ .+? \?_SENT_\?",TENSE/ASPECT: PRESENT (lexical verbs),NEG. INT.,時制・相(現在)(一般動詞・3人称単数以外),否定疑問,TA.PRESENT.do.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) do (n't 名詞句・代名詞|名詞句・代名詞 not) V[HV]P (任意の語)*? ?
60,((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \K\S+_VVZ_(?!do\b)\S+,TENSE/ASPECT: PRESENT (lexical verbs; third person & singular),AFF. DEC.,時制・相(現在)(一般動詞・3人称単数),肯定平叙,TA.PRESENT.does.AFF,,名詞句・代名詞に続く一般動詞(be/do/have以外)に限定,名詞句・代名詞 \K VVZ(doesを除く)
60,((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \Kdoes_VVZ_do (not|n't)_\S+ \S+_V[HV]_\S+,TENSE/ASPECT: PRESENT (lexical verbs; third person & singular),NEG. DEC.,時制・相(現在)(一般動詞・3人称単数),否定平叙,TA.PRESENT.does.NEG,,名詞句・代名詞に続くものに限定,名詞句・代名詞 \K does {not} V[HV]
60,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kdoes_VVZ_do ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V[HV]P?_\S+ .+? \?_SENT_\?",TENSE/ASPECT: PRESENT (lexical verbs; third person & singular),AFF. INT.,時制・相(現在)(一般動詞・3人称単数),肯定疑問,TA.PRESENT.does.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) does 名詞句・代名詞 V[HV]P? (任意の語)*? ?
60,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kdoes_VVZ_do (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) \S+_V[HV]P?_\S+ .+? \?_SENT_\?",TENSE/ASPECT: PRESENT (lexical verbs; third person & singular),NEG. INT.,時制・相(現在)(一般動詞・3人称単数),否定疑問,TA.PRESENT.does.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) does (n't 名詞句・代名詞|名詞句・代名詞 not) V[HV]P (任意の語)*? ?
61,(am|'m|are|'re|is|'s)_VB[PZ]_be(?! (going_VVG_go to_TO_to|gonna_VVG_gonna) \S+_V._\S+) \S+_V.G_\S+,TENSE/ASPECT: PRESENT PROGRESSIVE,AFF. DEC.,時制・相(現在進行),肯定平叙,TA.PRPRG.AFF,,be going toを除く,VB[PZ] (?! (going to|gonna) V.) V.G
61,(am|'m|are|'re|is|'s)_VB[PZ]_be (not|n't)_\S+\b(?! (going_VVG_go to_TO_to|gonna_VVG_gonna) \S+_V._\S+) \S+_V.G_\S+,TENSE/ASPECT: PRESENT PROGRESSIVE,NEG. DEC.,時制・相(現在進行),否定平叙,TA.PRPRG.NEG,,be going toを除く,VB[PZ] {not} (?! (going to|gonna) V.) V.G
61,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(am|are|is)_VB[PZ]_be ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)\b(?! (going_VVG_go to_TO_to|gonna_VVG_gonna) \S+_V._\S+) \S+_V.G_\S+ .*?\?_SENT_\?",TENSE/ASPECT: PRESENT PROGRESSIVE,AFF. INT.,時制・相(現在進行),肯定疑問,TA.PRPRG.INT.AFF,,be going toを除く；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VB[PZ] 名詞句・代名詞 (?! (going to|gonna) V.) V.G (任意の語)*? ?
61,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(am|are|is)_VB[PZ]_be (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+)\b(?! (going_VVG_go to_TO_to|gonna_VVG_gonna) \S+_V._\S+) \S+_V.G_\S+ .*?\?_SENT_\?",TENSE/ASPECT: PRESENT PROGRESSIVE,NEG. INT.,時制・相(現在進行),否定疑問,TA.PRPRG.INT.NEG,,be going toを除く；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VB[PZ] (n't 名詞句・代名詞|名詞句・代名詞 not) (?! (going to|gonna) V.) V.G (任意の語)*? ?
62,(have|'ve|has|'s)_VH[PZ]_have \S+_V.N_\S+,TENSE/ASPECT: PRESENT PERFECT,AFF. DEC.,時制・相(現在完了),肯定平叙,TA.PRPF.AFF,,現在完了進行も含まれる,VH[PZ] V.N
62,(have|'ve|has|'s)_VH[PZ]_have (not|n't)_\S+ \S+_V.N_\S+,TENSE/ASPECT: PRESENT PERFECT,NEG. DEC.,時制・相(現在完了),否定平叙,TA.PRPF.NEG,,現在完了進行も含まれる,VH[PZ] {not} V.N
62,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(have|has)_VH[PZ]_have ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V.N_\S+ .*?\?_SENT_\?",TENSE/ASPECT: PRESENT PERFECT,AFF. INT.,時制・相(現在完了),肯定疑問,TA.PRPF.INT.AFF,,現在完了進行も含まれる；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VH[PZ] 名詞句・代名詞 V.N (任意の語)*? ?
62,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(have|has)_VH[PZ]_have (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) \S+_V.N_\S+ .*?\?_SENT_\?",TENSE/ASPECT: PRESENT PERFECT,NEG. INT.,時制・相(現在完了),否定疑問,TA.PRPF.INT.NEG,,現在完了進行も含まれる；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VH[PZ] (n't 名詞句・代名詞|名詞句・代名詞 not) V.N (任意の語)*? ?
63,(have|'ve|has|'s)_VH[PZ]_have been_VBN_be \S+_V.G_\S+,TENSE/ASPECT: PRESENT PERFECT PROGRESSIVE,AFF. DEC.,時制・相(現在完了進行),肯定平叙,TA.PRPFPRG.AFF,,,VH[PZ] been V.G
63,(have|'ve|has|'s)_VH[PZ]_have (not|n't)_\S+ been_VBN_be \S+_V.G_\S+,TENSE/ASPECT: PRESENT PERFECT PROGRESSIVE,NEG. DEC.,時制・相(現在完了進行),否定平叙,TA.PRPFPRG.NEG,,,VH[PZ] {not} been V.G
63,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(have|has)_VH[PZ]_have ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) been_VBN_be \S+_V.G_\S+ .*?\?_SENT_\?",TENSE/ASPECT: PRESENT PERFECT PROGRESSIVE,AFF. INT.,時制・相(現在完了進行),肯定疑問,TA.PRPFPRG.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VH[PZ] 名詞句・代名詞 been V.G (任意の語)*? ?
63,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(have|has)_VH[PZ]_have (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) been_VBN_be \S+_V.G_\S+ .*?\?_SENT_\?",TENSE/ASPECT: PRESENT PERFECT PROGRESSIVE,NEG. INT.,時制・相(現在完了進行),否定疑問,TA.PRPFPRG.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VH[PZ] (n't 名詞句・代名詞|名詞句・代名詞 not) been V.G (任意の語)*? ?
64,((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \K(was|were)_VBD_be(?! (not|n't)_),TENSE/ASPECT: PAST (BE),AFF. DEC.,時制・相(過去)(be動詞),肯定平叙,TA.PAST.be.AFF,,現在進行・受動態も含まれる；過去進行・受動態も含まれる,名詞句・代名詞 \K VBD (?!{not})
64,((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \K(was|were)_VBD_be (not|n't)_\S+,TENSE/ASPECT: PAST (BE),NEG. DEC.,時制・相(過去)(be動詞),否定平叙,TA.PAST.be.NEG,,現在進行・受動態も含まれる；過去進行・受動態も含まれる,名詞句・代名詞 \K VBD {not}
64,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(was|were)_VBD_be ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)\b(?! not_) .+? \?_SENT_\?",TENSE/ASPECT: PAST (BE),AFF. INT.,時制・相(過去)(be動詞),肯定疑問,TA.PAST.be.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定；過去進行・受動態も含まれる,(^|区切り位置|接続詞) VBD 名詞句・代名詞 (?! not) (任意の語)*? ?
64,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(was|were)_VBD_be (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) .+? \?_SENT_\?",TENSE/ASPECT: PAST (BE),NEG. INT.,時制・相(過去)(be動詞),否定疑問,TA.PAST.be.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定；過去進行・受動態も含まれる,(^|区切り位置|接続詞) VBD (n't 名詞句・代名詞|名詞句・代名詞 not) (任意の語)*? ?
65,((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \K\S+_VVD_(?!did\b)\S+,TENSE/ASPECT: PRESENT (lexical verbs),AFF. DEC.,時制・相(過去)(一般動詞),肯定平叙,TA.PAST.do.AFF,,名詞句・代名詞に続く一般動詞(be/do/have以外)に限定,名詞句・代名詞 \K VVD(didを除く)
65,((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \Kdid_VVD_do (not|n't)_\S+ \S+_V[HV]_\S+,TENSE/ASPECT: PRESENT (lexical verbs),NEG. DEC.,時制・相(過去)(一般動詞),否定平叙,TA.PAST.do.NEG,,名詞句・代名詞に続くものに限定,名詞句・代名詞 \K did {not} V[HV]
65,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kdid_VVD_do ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V[HV]P?_\S+ .+? \?_SENT_\?",TENSE/ASPECT: PRESENT (lexical verbs),AFF. INT.,時制・相(過去)(一般動詞),肯定疑問,TA.PAST.do.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) did 名詞句・代名詞 V[HV]P? (任意の語)*? ?
65,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kdid_VVD_do (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) \S+_V[HV]P_\S+ .+? \?_SENT_\?",TENSE/ASPECT: PRESENT (lexical verbs),NEG. INT.,時制・相(過去)(一般動詞),否定疑問,TA.PAST.do.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) did (n't 名詞句・代名詞|名詞句・代名詞 not) V[HV]P (任意の語)*? ?
66,(was|were)_VBD_be(?! (going_VVG_go to_TO_to|gonna_VVG_gonna) \S+_V._\S+) \S+_V.G_\S+,TENSE/ASPECT: PAST PROGRESSIVE,AFF. DEC.,時制・相(過去進行),肯定平叙,TA.PASTPRG.AFF,,be going toを除く,VBD (?! (going to|gonna) V.) V.G
66,(was|were)_VBD_be (not|n't)_\S+\b(?! (going_VVG_go to_TO_to|gonna_VVG_gonna) \S+_V._\S+) \S+_V.G_\S+,TENSE/ASPECT: PAST PROGRESSIVE,NEG. DEC.,時制・相(過去進行),否定平叙,TA.PASTPRG.NEG,,be going toを除く,VBD {not} (?! (going to|gonna) V.) V.G
66,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(was|were)_VBD_be ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)\b(?! (going_VVG_go to_TO_to|gonna_VVG_gonna) \S+_V._\S+) \S+_V.G_\S+ .*?\?_SENT_\?",TENSE/ASPECT: PAST PROGRESSIVE,AFF. INT.,時制・相(過去進行),肯定疑問,TA.PASTPRG.INT.AFF,,be going toを除く；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置 VBD 名詞句・代名詞 V.G(?! (going to|gonna) V.) (任意の語)*? ?
66,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(was|were)_VBD_be (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+)\b(?! (going_VVG_go to_TO_to|gonna_VVG_gonna) \S+_V._\S+) \S+_V.G_\S+ .*?\?_SENT_\?",TENSE/ASPECT: PAST PROGRESSIVE,NEG. INT.,時制・相(過去進行),否定疑問,TA.PASTPRG.INT.NEG,,be going toを除く；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VBD (n't 名詞句・代名詞|名詞句・代名詞 not) (?! (going to|gonna) V.) V.G (任意の語)*? ?
67,(?<!_not )(?<!_n't )(had|'d)_VHD_have \S+_V.N_\S+,TENSE/ASPECT: PAST PERFECT,AFF. DEC.,時制・相(過去完了),肯定平叙,TA.PASTPF.AFF,,過去完了進行も含まれる,(?<!{not}) VHD V.N
67,(had|'d)_VHD_have (not|n't)_\S+ \S+_V.N_\S+,TENSE/ASPECT: PAST PERFECT,NEG. DEC.,時制・相(過去完了),否定平叙,TA.PASTPF.NEG,,過去完了進行も含まれる,VHD {not} V.N
67,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Khad_VHD_have ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V.N_\S+ .*?\?_SENT_\?",TENSE/ASPECT: PAST PERFECT,AFF. INT.,時制・相(過去完了),肯定疑問,TA.PASTPF.INT.AFF,,過去完了進行も含まれる；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定；過去分詞がV.Dと誤認識されていることもある,(^|区切り位置|接続詞) had 名詞句・代名詞 V.N (任意の語)*? ?
67,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Khad_VHD_have (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) \S+_V.N_\S+ .*?\?_SENT_\?",TENSE/ASPECT: PAST PERFECT,NEG. INT.,時制・相(過去完了),否定疑問,TA.PASTPF.INT.NEG,,過去完了進行も含まれる；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定；過去分詞がV.Dと誤認識されていることもある,(^|区切り位置|接続詞) had (n't 名詞句・代名詞|名詞句・代名詞 not) V.N (任意の語)*? ?
68,(had|'d)_VHD_have been_VBN_be \S+_V.G_\S+,TENSE/ASPECT: PAST PERFECT PROGRESSIVE,AFF. DEC.,時制・相(過去完了進行),肯定平叙,TA.PASTPFPRG.AFF,,,VHD been V.G
68,(had|'d)_VHD_have (not|n't)_\S+ been_VBN_be \S+_V.G_\S+,TENSE/ASPECT: PAST PERFECT PROGRESSIVE,NEG. DEC.,時制・相(過去完了進行),否定平叙,TA.PASTPFPRG.NEG,,,VHD {not} been V.G
68,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Khad_VHD_have ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) been_VBN_be \S+_V.G_\S+ .*?\?_SENT_\?",TENSE/ASPECT: PAST PERFECT PROGRESSIVE,AFF. INT.,時制・相(過去完了進行),肯定疑問,TA.PASTPFPRG.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) had 名詞句・代名詞 been V.G (任意の語)*? ?
68,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Khad_VHD_have (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) been_VBN_be \S+_V.G_\S+ .*?\?_SENT_\?",TENSE/ASPECT: PAST PERFECT PROGRESSIVE,NEG. INT.,時制・相(過去完了進行),否定疑問,TA.PASTPFPRG.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) had (n't 名詞句・代名詞|名詞句・代名詞 not) been V.G (任意の語)*? ?
69,((will|'ll)_MD_will|(am|'m|are|'re|is|'s)_VB[PZ]_be (going_VVG_go to_TO_to|gonna_VVG_gonna)) \S+_V._\S+,TENSE/ASPECT: FUTURE,AFF. DEC.,時制・相(未来),肯定平叙,TA.FUT.AFF,,willとam/is/are going to,({will}_MD|VB[PZ] (going to|gonna)) V.
69,((will|'ll|wo)_MD_(will|wo) (not|n't)_\S+|(am|'m|are|'re|is|'s)_VB[PZ]_be (not|n't)_\S+ (going_VVG_go to_TO_to|gonna_VVG_gonna)) \S+_V._\S+,TENSE/ASPECT: FUTURE,NEG. DEC.,時制・相(未来),否定平叙,TA.FUT.NEG,,willとam/is/are going to,({will}_MD {not}|VB[PZ] {not} (going to|gonna)) V.
69,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(will_MD_will ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|\S+_VB[PZ]_be ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (going_VVG_go to_TO_to|gonna_VVG_gonna)) \S+_V._\S+ .*?\?_SENT_\?",TENSE/ASPECT: FUTURE,AFF. INT.,時制・相(未来),肯定疑問,TA.FUT.INT.AFF,,willとam/is/are going to；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) (will_MD 名詞句・代名詞|VB[PZ] 名詞句・代名詞 (going to|gonna) V. (任意の語)*? ?
69,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(wo_MD_wo n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|will_MD_will ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+|\S+_VB[PZ]_be (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) (going_VVG_go to_TO_to|gonna_VVG_gonna)) \S+_V._\S+ .*?\?_SENT_\?",TENSE/ASPECT: FUTURE,NEG. INT.,時制・相(未来),否定疑問,TA.FUT.INT.NEG,,willとam/is/are going to；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) (wo n't 名詞句・代名詞|will_MD 名詞句・代名詞 not|VB[PZ] (n't 名詞句・代名詞|名詞句・代名詞 not) (going to|gonna)) V. (任意の語)*? ?
70,(will|'ll)_MD_will be_VB_be \S+_V.G_\S+,TENSE/ASPECT: FUTURE PROGRESSIVE,AFF. DEC.,時制・相(未来進行),肯定平叙,TA.FUTPRG.AFF,,,{will}_MD be V.G
70,(will|'ll|wo)_MD_(will|wo) (not|n't)_\S+ be_VB_be \S+_V.G_\S+,TENSE/ASPECT: FUTURE PROGRESSIVE,NEG. DEC.,時制・相(未来進行),否定平叙,TA.FUTPRG.NEG,,,{will}_MD {not} be V.G
70,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kwill_MD_will ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) be_VB_be \S+_V.G_\S+ .*?\?_SENT_\?",TENSE/ASPECT: FUTURE PROGRESSIVE,AFF. INT.,時制・相(未来進行),肯定疑問,TA.FUTPRG.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) will_MD 名詞句・代名詞 be V.G (任意の語)*? ?
70,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(wo_MD_wo n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|will_MD_will ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) be_VB_be \S+_V.G_\S+ .*?\?_SENT_\?",TENSE/ASPECT: FUTURE PROGRESSIVE,NEG. INT.,時制・相(未来進行),否定疑問,TA.FUTPRG.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) (wo n't 名詞句・代名詞|will_MD 名詞句・代名詞 not) be V.G (任意の語)*? ?
71,(will|'ll)_MD_will have_VH_have \S+_V.N_\S+,TENSE/ASPECT: FUTURE PERFECT,AFF. DEC.,時制・相(未来完了),肯定平叙,TA.FUTPF.AFF,,未来完了進行も含まれる,{will}_MD have V.N
71,(will|'ll|wo)_MD_(will|wo) (not|n't)_\S+ have_VH_have \S+_V.N_\S+,TENSE/ASPECT: FUTURE PERFECT,NEG. DEC.,時制・相(未来完了),否定平叙,TA.FUTPF.NEG,,未来完了進行も含まれる,{will}_MD {not} have V.N
71,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kwill_MD_will ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) have_VH_have \S+_V.N_\S+ .*?\?_SENT_\?",TENSE/ASPECT: FUTURE PERFECT,AFF. INT.,時制・相(未来完了),肯定疑問,TA.FUTPF.INT.AFF,,未来完了進行も含まれる；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) will_MD 名詞句・代名詞 have V.N (任意の語)*? ?
71,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(wo_MD_wo n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|will_MD_will ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) have_VH_have \S+_V.N_\S+ .*?\?_SENT_\?",TENSE/ASPECT: FUTURE PERFECT,NEG. INT.,時制・相(未来完了),否定疑問,TA.FUTPF.INT.NEG,,未来完了進行も含まれる；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) (wo n't 名詞句・代名詞|will_MD 名詞句・代名詞 not) have V.N (任意の語)*? ?
